AuthorID,Author,Date,Content,Attachments,Reactions
"595905439275941888","basilatari","2022-03-21T11:34:55.8160000-04:00","Committed to McGill University!! I'll be majoring in joint honours Economics and History :)))","","🎉 (47),🥳 (41),frogcool (28),MIT (39),alphac (38),alphag (38),alphai (37),alphal (38),🇱 (37),atada (18),carlvibe (17),🇭 (15),🇴 (15),🇳 (15),⭕ (15),🇷 (15),🇸 (15),⭐ (10),🇨🇦 (6),alphav (5)"
"701134003616612404","jwupanda","2022-03-22T10:23:24.6280000-04:00","Committed to Rutgers! Majoring in pharm :)","","alphar (48),alphau (43),alphat (40),alphag (39),alphae (39),🇷 (40),alphas (40),🥳 (31),⭐ (20),stonks (20),❤️ (13)"
"183915760165322752",".jordan69","2022-03-22T10:35:06.0260000-04:00","Committed to Keio University for Economics :)))","","🥳 (50),alphak (53),alphae (45),alphai (45),alphao (44),atada (24),carlvibe (26),🗾 (25),🇯🇵 (26),🇯 (21),🇦 (20),🇵 (20),🅰️ (20),🇳 (20),⭐ (22),🌮 (15)"
"820696965058527263","zacn2539","2022-03-23T12:42:37.6260000-04:00","committed to MIT!","","alpham (225),alphai (144),alphat (141),peepocelebrate (47),RDJScream (43),howdy (36),⭐ (40),🥳 (33),👏 (24)"
"391664833797423107","josephdacoder","2022-03-24T11:58:57.6310000-04:00","Committed to BYU for Computer Science!","","🥳 (50),alphab (51),alphay (50),alphau (48),💖 (18),🎉 (16),⭐ (18),☕ (12),✝️ (5)"
"673567322174128155","wuenmin","2022-03-24T23:27:38.9220000-04:00","Committed to Georgia Tech for Comp Sci!","","alphag (78),alphae (57),alphao (55),alphar (53),🇬 (52),alphai (53),alphaa (52),😩 (24),alphat (38),⭐ (26),alphac (26),🎉 (26),alphab (21),🇪 (23),📧 (21),alphas (23),🥳 (25),peepono (8)"
"276771231687114753","niceinferno","2022-03-25T23:18:07.0240000-04:00","This was a while ago but I committed to Amherst College hopefully for chemistry and poli sci !","","alphaa (58),alpham (50),alphah (49),alphae (48),alphar (47),alphas (48),alphat (47),chemistroo (19),🏛️ (19),atada (16),carlvibe (14),⭐ (15),teehee (11),alphag (11),🥳 (16)"
"619940171277664256","sticks47","2022-03-26T21:00:43.2790000-04:00","Committed to Tufts (ED2) for biochem! 🐘","","alphat (63),alphau (54),alphaf (51),🇹 (50),alphas (51),🐘 (20),Tufts (19),⭐ (19),carlvibe (19),atada (19),🥳 (17)"
"673277436477046816","brygid","2022-03-26T21:33:09.4800000-04:00","committed to umaine for botany!!! 🐻","","alphau (49),alpham (43),alphaa (41),alphai (39),alphan (41),alphae (40),🐻 (19),🪴 (23),carlvibe (17),⭐ (16),atada (17),yougotthis (17),🥳 (13)"
"115538549574598659","yanjie","2022-03-27T03:17:08.9720000-04:00","Committed to UC Berkeley in the College of Engineering for electrical engineering and computer science! 🐻","","alphac (90),alphaa (70),alphal (69),🐻 (59),duckcool (24),smug (24),roohappy (23),blobheart (25),alphaw (26),🥳 (30),deadcat (18),⭐ (19),💻 (19),🥶 (14)"
"603958697349087265","imreiji","2022-03-28T22:38:28.1610000-04:00","Committed to Colby College for engineering(at least that's what on my admissions page)!","","🎉 (43),alphac (42),alphao (39),alphal (39),alphab (39),alphay (38),⭐ (14),carlvibe (15),atada (13),🥳 (16),hiro (12)"
"455866123288838145","lobotomiso","2022-03-29T14:22:31.8500000-04:00","committing to the university of washington in seattle! currently admitted for pre social sciences but im trying to get into pre engineering so i can do material sciences/engineering!","","alphau (52),alphad (45),🇺 (41),alphab (38),🇸 (26),🇪 (22),atada (17),🥳 (26),carlvibe (19),⭐ (19),doggohand (18),🐶 (16),🦮 (15),peepocelebrate (9)"
"699450441280258100","a_miki","2022-03-29T14:42:25.1010000-04:00","committed to san diego state university for speech, hearing, and language sciences :)","","alphas (65),alphad (54),🇸 (52),alphau (47),🥳 (33),⭐ (24),atada (19),carlvibe (20)"
"456226577798135808","Deleted User","2022-03-30T16:41:45.1250000-04:00","committed to UC irvine for urban studies!! 🤩","","alphai (56),alphar (43),alphav (44),🇮 (42),alphan (41),alphae (39),🥳 (25),⭐ (16),atada (12),carlvibe (13),alphau (16),alphac (16),ℹ️ (12),👏 (13),📈 (12),🌇 (11)"
"491174779278065689","daggy1234","2022-03-31T04:35:47.1190000-04:00","Super late, but commited to Duke for CS and econ :)","","alphad (78),alphau (57),alphak (57),alphae (57),⭐ (29),😈 (24),uwukitty (17),frogcool (16),dogekek (12),🥳 (15),🇪 (9),🇸 (10),🇨 (10),alphac (9),alphao (9),alphan (9),👑 (8),🇱 (3)"
"281975763593592844","zzzsilverzzz","2022-03-31T19:33:49.4160000-04:00","Committed to UW-Madison for Chemical Engineering 😤","","alphau (46),alphaw (38),alpham (33),alphaa (28),alphad (29),alphai (27),alphas (26),alphao (27),alphan (26),⭐ (16),carlvibe (11),atada (11),🥳 (17),bigbrain (12),peepocelebrate (9)"
"598923540745682965","sandycreek","2022-03-31T19:43:43.8700000-04:00","Committed to UT Austin for Computer Science under College of Natural Science with a planned second major in math, go longhorns :roohappy:🤠","","peepocelebrate (47),alphau (48),alphat (49),alphaa (39),🇺 (34),alphas (34),alphao (31),alphan (29),🇸 (21),🇦 (21),🇳 (21),🇩 (22),🇾 (22),✨ (17),💯 (16),🇹 (17),⭐ (20),🥳 (11)"
"728682263092658297","bd_swag22","2022-03-31T20:07:18.7330000-04:00","Committed to Harvard for Math and Government! So stoked!!!","","⭐ (81),alphah (95),peepocelebrate (42),🥳 (41),frogcool (35),😎 (34),😹 (27),👑 (31),💯 (27),🔥 (31)"
"200616508328509442","blulightshow","2022-03-31T20:09:45.2720000-04:00","Committed to UIUC for Electrical Engineering!!!!! Hyped 😄","","🎉 (38),alphau (35),alphai (35),🇺 (31),alphac (32),⭐ (20),atada (17),carlvibe (13),🥳 (11)"
"264971439092793345","g28ross","2022-03-31T20:17:15.4960000-04:00","Committed to Cornell University for the Nolan School of Hotel Administration!!!!! 🏩","","⭐ (52),🥳 (48),🇨 (21),alphac (26),alphao (23),alphar (23),alphan (24),alphae (24),alphal (25),🇱 (23),🎉 (12),carlvibe (11),🌽 (10)"
"747500763567227041","sesame.leaf","2022-03-31T20:28:53.5440000-04:00","Committed to UT Austin for Computer Science! :)","","🥳 (35),⭐ (28),alphau (30),alphat (28),alphaa (22),🇺 (21),alphas (20),🇹 (20),alphao (19),alphan (19),carlvibe (11),atada (11)"
"801277690233225237","1600.c","2022-03-31T20:46:06.1400000-04:00","COMMITTED TO USC for psychology and occupational therapy!","","⭐ (50),🥳 (38),💜 (25),alphau (40),alphas (37),alphac (36),carlvibe (18),atada (16),✌️ (21)"
"97122523086340096","smaltin","2022-03-31T22:43:53.9980000-04:00","Committed to Cal Poly Pomona for Computer Engineering! :blobrainbow:","","alphac (37),alphaa (29),alphal (28),alphap (31),alphao (30),🇱 (29),alphay (29),carlvibe (13),⭐ (17),🥳 (17),atada (13),catsip (12)"
"756074482480709642","schramljk","2022-03-31T23:41:23.9380000-04:00","Committed to Carnegie Mellon for Mathematical Sciences under the Mellon College of Science!!","","⭐ (43),🥳 (38),alphac (36),Ⓜ️ (37),🇺 (35)"
"294527086654259201","nate.thaniel","2022-04-01T00:08:03.6340000-04:00","Committed to UAlabama for Computer Science with Honors!","","🥳 (55),⭐ (42),alphau (35),🅾️ (29),🇫 (29),🅰️ (28),alphaa (31),zoopreverse (21)"
"760751384566956083","sahilpardasani","2022-04-01T00:42:34.4870000-04:00","Committed to Penn State-University Park for Computer Science","","🙏 (41),⭐ (30),💙 (21),🤍 (18),💻 (18),🇵 (23),alphas (24),🇺 (23),🥳 (7)"
"271805554840698880","beefandleather","2022-04-01T01:13:05.7460000-04:00","Committed to Nanyang Tech for Engineering (it's not in China please :yaw: )","","🇨🇳 (39),🇳 (33),alphaa (31),alphan (33),🇾 (30),🇦 (30),🇬 (30),🧑‍💻 (18),🇸🇬 (29),🇹🇼 (17),🇭🇰 (13),🇲🇴 (11),⭐ (11),🥳 (9)"
"180869626933149696","weatherman223","2022-04-01T09:03:08.5240000-04:00","Committed to Tufts University for Biochemistry (prevet)!","","⭐ (31),🥳 (26),alphat (36),alphau (29),alphaf (29),🇹 (30),alphas (29),carlvibe (13),🎉 (13),atada (13),x_PuddingJump (12),catyes (11),prisgroove (11),sphereflush (8)"
"668909204572209160","kevinmathz","2022-04-01T15:16:30.1320000-04:00","ComMITed a while ago 🙂","","⭐ (56),🥳 (32),alpham (68),alphai (53),alphat (54),❗ (19),upvote (20),hiro (13),confusedcat (13),📈 (11),alphah (12),😂 (12),🔌 (7)"
"171850083195813889","maxony","2022-04-01T15:31:23.7650000-04:00","Committed to UMD for Computer Science 🐢","","💪 (31),alphau (42),alpham (39),alphad (36),⭐ (16),🥳 (14),upvote (12),hiro (12),🐢 (11),💻 (7),🇴 (7),🇲 (7),alphal (7),🇵 (7),❤️ (7),😎 (7),bonk (7),blobheart (6),duckheart (6),ghosthug (7)"
"716086880625492040",".erinyang","2022-04-01T21:14:54.6540000-04:00","Committed to USC for Health and Human Sciences (planning on changing to Biochem) !!!","","alphau (51),alphas (43),alphac (44),carlvibe (16),atada (16),⭐ (20),🥳 (19),🧬 (10)"
"240674946957705218","one.core","2022-04-01T22:21:04.0830000-04:00","Committed to UNC Chapel Hill for medical anthropology and studio art !!!!","","alphau (41),alphan (34),alphac (34),⭐ (18),atada (17),carlvibe (16),🥳 (21),🏺 (12)"
"924784533780455474","dumbsocialist","2022-04-01T23:36:26.2680000-04:00","Committed to University of Illinois at Urbana-Champaign (UIUC) for Computer Science! 💙🧡","","alphau (47),alphai (44),🇺 (39),alphac (38),‼️ (16),🖥️ (18),atada (13),carlvibe (15),⭐ (18),🥳 (19)"
"454770667322212353","huntymunty1","2022-04-02T01:54:51.9050000-04:00","Commited to Boston College for Finance & Computer Science ! 😁","","alphab (44),alphac (35),🥳 (24),⭐ (18),🦅 (9),🖥️ (8),📈 (8)"
"647958370774679563","soka1234","2022-04-02T02:26:17.1210000-04:00","Committed to UC Berkeley (not UCB 😏 ) for CS + Applied Math!!! 🐻","","alphau (59),alphac (52),alphab (49),alpham (23),alphaa (24),alphat (23),alphah (22),duckcool (19),salute (15),😂 (13),⭐ (14),🥳 (14),alphas (9),alphao (9),alphak (9),🅰️ (9)"
"689928387636363355","kat.y.huang","2022-04-02T05:03:29.3830000-04:00","Committed to Wellesley for Political Science & Int. Affairs!! 💜 #purpleclassof2026","","alphaw (44),🥳 (24),alphae (27),alphal (27),🇱 (25),🇪 (25),alphas (27),alphay (22),blobheart (14),⭐ (13),💜 (11)"
"833722914787426314","solojen","2022-04-02T06:13:55.4720000-04:00","Committed to the University of Pennsylvania for Computer Science!","","alphau (63),alphap (50),alphae (48),alphan (50),🇳 (47),🥳 (23),carlvibe (21),blobconga (21),⭐ (13),💻 (9)"
"755763353753878588","bzzt_","2022-04-02T08:21:55.7170000-04:00","*drumroll* Committed to Michigan Engineering, class of '26. Hoping to major in CompE!","","Ⓜ️ (42),alphai (40),alphac (38),alphah (37),⭐ (17),🥳 (18),💻 (11),⚙️ (6),〽️ (2)"
"874378159070511155","rilic.","2022-04-02T08:25:14.1580000-04:00","Committed to Carnegie Mellon University for Electrical Computer Engineering And Biomedical Engineering!!!","","alphac (54),alpham (46),alphau (45),🥳 (24),doge (17),⭐ (20),🧬 (9),💻 (12)"
"381401658971914240","andyh0574","2022-04-02T08:41:39.0610000-04:00","Committed to University of Southern California for Economics/Mathematics!!✌️","","peepocelebrate (34),alphau (43),alphas (39),alphac (40),⭐ (21),🥳 (16),📖 (13),✏️ (11)"
"683507099413905464","jhaoz","2022-04-02T08:51:37.1590000-04:00","Committed to the University of Illinois at Urbana-Champaign (UIUC) for Statistics & Computer Science in LAS!!!  📊 :stonks: 💻","","🇺 (41),alphai (41),alphau (38),alphac (37),🐦 (15),🇺🇸 (11),🇨🇳 (10),➗ (9),⭐ (12),🥳 (13),📈 (5),💻 (5)"
"294782717222977537","saphyrx","2022-04-02T09:54:43.7230000-04:00","Committed to New York University (NYU) for Finance and Computing & Data Science!! 🥳","","alphan (55),alphay (48),alphau (46),blobhug (19),roowow (18),🤑 (14),stonks (13),⭐ (16),🥳 (13),📈 (7),💜 (7)"
"284375957551316993","_antidisestablishmentarianism","2022-04-02T10:01:50.7110000-04:00","committed to university of california los angeles (UCLA) for electrical engineering !! 💜💜","","alphau (45),alphac (42),alphal (39),alphaa (38),🎉 (22),🔌 (18),⚡ (20),⭐ (19),🥳 (16)"
"507212202403561473","metaddosr","2022-04-02T12:47:57.9720000-04:00","Committed to Boston University (BU) for Bizz Marketing & Management under the Questrom School of Business with a minor in Economics! :blobheart:","","BU (41),alphab (38),alphau (37),carlvibe (17),🥳 (19),⭐ (20),atada (16),stonks (15),blobheart (16),🐾 (15),BUquestrom (13),🐍 (12)"
"514489955087548444","yi.long.ma","2022-04-02T13:18:04.3450000-04:00","Committed to the University of California, Berkeley as a Mechanical Engineering major! 🐻","","🎉 (41),alphau (46),alphac (44),alphab (42),alphae (32),alphar (30),alphak (33),🐻 (23),⭐ (22),🇪 (19),🇱 (19),🇴 (18),🇳 (18),🇲 (18),🇺 (18),🇸 (18),🇹 (13),🇰 (18),🥳 (4)"
"479724032649068549","shrf","2022-04-02T16:01:48.0500000-04:00","Committed to Yale as a linguistics major!! 💙🥳","","⭐ (46),alphay (54),alphaa (45),alphal (44),alphae (44),🥳 (24),📝 (14),upvote (12),🇾 (11),🇦 (12),❗ (12)"
"456226577798135808","Deleted User","2022-04-02T16:09:12.3820000-04:00","Committed to University of California, Los Angeles (UCLA) for Physics!! 💙 💛","","👏 (47),🎉 (37),looaw (29),alphau (46),alphac (48),alphal (45),alphaa (45),carlvibe (22),coolblush (22),⭐ (25),atada (21),🥳 (20),⏳ (12),upvote (13)"
"394203582179835904","authorchan","2022-04-02T17:38:51.7260000-04:00","Committed to Rutgers for Music Performance!","","alphar (36),alphau (29),alphat (28),alphag (24),alphae (24),🇷 (23),alphas (24),atada (12),carlvibe (11),⭐ (16),🥳 (18),🎵 (12)"
"480996651775819778","anchit","2022-04-02T17:51:38.6250000-04:00","Committed to University of California, San Diego (UCSD) for Computer Science!!","","alphau (49),alphac (45),alphas (39),🇩 (36),🇪 (17),alphae (17),🇿 (16),💻 (17),🇳 (15),🇺 (15),alphat (15),alphad (11),🇸 (14),dogekek (14),RDJScream (13),⭐ (18),🔱 (13),🥳 (8)"
"469316091286519838","kassandra04","2022-04-02T22:20:27.7520000-04:00","Committed to the University of Maryland for Aerospace Engineering, Interested in Minoring in Nuclear Engineering! 🐢 ❤️ 💛","","alphau (49),alpham (39),alphad (39),🥳 (22),⭐ (22),carlvibe (19),atada (18),🚀 (18),RDJScream (17),🐢 (11)"
"295697456019144704","softlocked","2022-04-02T23:13:11.4220000-04:00","Committed to the University of California Irvine (UCI) for Computer Engineering! Zot! Zot! Zot! 🐜🍴","","alphau (36),alphac (32),alphai (31),🥳 (23),carlvibe (14),atada (14),⭐ (18),💻 (6)"
"315299621431672834","gammaray7","2022-04-02T23:26:19.0890000-04:00","Committed to the University of Michigan - Ann Arbor for Biomedical Engineering !","","🥂 (27),🎊 (26),🎉 (18),alphau (28),🇴 (23),🇫 (25),alpham (30),alphai (29),alphac (29),alphah (27),🇮 (23),alphag (23),alphaa (23),alphan (22),peepocelebrate (13),atada (11),carlvibe (11),⭐ (16),🥳 (9),🧬 (9)"
"479485915237187621","silveraru","2022-04-03T00:34:36.1780000-04:00","Committed to UC Santa Barbara for computer engineering!","","catyes (29),alphau (35),alphac (31),alphas (29),alphab (29),⭐ (16),carlvibe (14),atada (12),🥳 (17),🖥️ (14),🎉 (13),💟 (10),peepolove (5)"
"757113769259434035","obama0612","2022-04-03T02:04:50.0280000-04:00","Committed to UC Berkeley in Letters and Sciences :peepocelebrate: 
> Mathematics + Computer Science 

***FIAT LUX AND GO BEARS!! 🐻 ***","","⭐ (41),alphab (45),alphae (34),alphar (32),alphak (33),🇪 (30),alphal (29),📧 (27),alphay (27),🐻 (20),🇨 (17),🇦 (17),🇱 (17),carlvibe (15),atada (14),🥳 (14),stonks (7)"
"725033707047485501","genofog","2022-04-03T02:06:13.0100000-04:00","Committed to Purdue (West Lafayette) to the College of Engineering :peepocelebrate: 
> *First-Year Engineering -> CompE | CompE + CS | CompE + Business*

***BOILER UP 💪🏽***","","alphap (45),alphau (37),alphar (33),alphad (34),🇺 (33),alphae (32),⭐ (24),♨️ (14),based (15),carlvibe (13),atada (12),stonks (10),🫂 (11),🥳 (13),coolblush (10)"
"734329073119133747","adios9870","2022-04-03T02:08:45.1250000-04:00","Committed to Cornell University in The Dyson School 
> Applied Ecomonics and Management with concentration in Finance and InfoSci

***GO BIG RED***","","alphac (51),alphao (41),alphar (40),alphan (39),alphae (38),alphal (39),🇱 (34),⭐ (21),carlvibe (17),atada (16),doggohand (15),🥳 (18),📖 (14),✏️ (12)"
"356933621313044480","jrmpls","2022-04-03T02:24:45.0310000-04:00","Committed to Macalester!","","⭐ (31),alpham (33),alphaa (27),alphac (27),🇦 (27),alphal (23),alphae (25),alphat (26),🇪 (25),alphar (23),alphas (20),carlvibe (14),atada (13),🥳 (14),🏴󠁧󠁢󠁳󠁣󠁴󠁿 (8)"
"421356006652641290","artenasia","2022-04-03T14:46:48.5840000-04:00","committed to cornell university's school of industrial and labor relations!","","⭐ (32),alphac (36),🇴 (33),alphar (32),alphan (31),alphae (34),alphal (31),🇱 (32),carlvibe (17),atada (13),🎊 (12),🏭 (12),🥳 (13),🇮 (5),🕓 (5),🇷 (5)"
"712918687467700245","uhbreeze","2022-04-03T19:11:43.4200000-04:00","Committed to rutgers new brunswick for computer science! go scarlet knights!","","😎 (23),alphar (32),based (17),alphau (27),alphat (26),alphag (25),alphae (26),🇷 (21),alphas (25),🎊 (12),🎉 (13),👨‍💻 (13),💻 (13),🔬 (14),⭐ (16),🥳 (10),🇺🇸 (6)"
"456226577798135808","Deleted User","2022-04-03T19:42:35.3170000-04:00","Committed to Carnegie Mellon University for computer science!! Go Tartans ❤️","","alphac (54),alpham (48),alphau (46),🚀 (22),🥳 (24),💻 (18),🔬 (16),🎓 (16),⭐ (19),hiro (13),alphai (6)"
"468797604361404428","mikasa8590","2022-04-04T01:15:32.0980000-04:00","Committed to UCLA for pre Math/Applied Science!!! GO BRUINS💙 🤍","","❤️ (34),alphau (40),alphac (37),alphal (37),alphaa (36),⭐ (22),bigbrain (13),📝 (9),✏️ (9),🥳 (8)"
"697312142658895974","rohi21","2022-04-04T14:43:44.6500000-04:00","Committed to Virginia Tech for Computer Science and Robotics!! Go Hokies 🧡 🦃","","⭐ (28),alphav (31),alphat (27),🎉 (16),peepolove (14),🥳 (15),alphae (9),alphac (9),alphah (9),🤖 (8),💻 (8)"
"270940081269768192","goatz","2022-04-04T14:57:32.8230000-04:00","Committed to Georgia Tech for Computer Science 😩","","⭐ (29),🥳 (24),🎉 (17),alphag (36),alphat (36),peepocelebrate (13),alphae (13),alphac (13),alphah (13),💻 (9)"
"462970486905896961","relativity27","2022-04-04T16:53:06.6350000-04:00","Committed to University of California, Los Angeles (UCLA) for pre Math/Econ!!!","","alphau (41),alphac (35),alphal (35),alphaa (34),🥳 (29),carlvibe (19),⭐ (21),🐻 (11),📈 (11),bigbrain (6)"
"746822950790889524","rashi6995","2022-04-04T17:00:58.5070000-04:00","committed to ut austin's canfield business honors program for management information systems!!","","alphau (33),👍 (20),alphat (28),🥳 (21),peepolove (15),⭐ (17),alphaa (20),🇺 (20),🇸 (20),🇹 (20),🇮 (20),alphan (18)"
"278629163915673600","somadsobad","2022-04-04T18:35:20.1310000-04:00","Committed to Davidson College for data sciences and engineering!! Dm me if you commit or are planning to I need friends who are going!!!","","alphad (33),⭐ (23),alphaa (27),alphav (26),alphai (27),🇩 (26),alphas (26),alphao (27),alphan (27),frogcool (13),💣 (9),🥳 (10),🎉 (4)"
"252822872047878144","oti5","2022-04-04T21:04:02.1750000-04:00","Committed to UCSD for computer science 🤩","","alphau (40),alphac (35),alphas (33),alphad (34),🎉 (15),doggohand (12),⭐ (12),1984 (11),🥳 (13),💻 (11),🔱 (10)"
"424981297900027904","mareiyang","2022-04-04T22:15:03.0400000-04:00","Committed to George Washington University for economics!!!","","alphag (35),alphaw (32),alphau (27),⭐ (15),🥳 (15),carlvibe (13),atada (12),💸 (13),🤑 (13),⚖️ (11),🎉 (4),📈 (5)"
"553903646065295380","adu04","2022-04-05T07:34:55.9380000-04:00","Committed to UW-Madison for Computer Science 🥶","","alphaw (35),alphai (31),alphas (29),alphac (29),alphao (29),🥳 (14),⭐ (13),🦡 (13),🎉 (8),💻 (9)"
"227931198440210452","._.ally","2022-04-05T10:25:37.8010000-04:00","i committed way back in dec but i realized i never posted here 🤡 i committed to brandeis","","alphab (37),alphar (30),alphaa (29),alphan (29),alphad (29),alphae (29),alphai (29),alphas (28),carlvibe (13),atada (13),🥳 (16),⭐ (16),🎉 (9)"
"271053859311321089","placeholder.username","2022-04-05T20:42:06.2050000-04:00","COMMIITTED TO WPI FOR COMP SCI!!! 🤩 🥳","","👍 (20),🥳 (20),🎉 (16),🇼 (24),🇵 (25),alphai (23),carlvibe (12),⭐ (13),doggohand (12),bigbrain (11),💻 (8)"
"244816215963336704","meric._.","2022-04-05T21:32:57.0240000-04:00","Committed to UW-Madison for Computer Science!!!1! 🦡","","alphau (29),🇼 (27),🦡 (17),🥳 (15),🧀 (12),peepocelebrate (12),🎉 (13),⭐ (14),😍 (9),👏 (9),stonks (8),💻 (10),🖥️ (9),🤑 (8),💸 (8),💰 (7)"
"690780412779298858","calembour11","2022-04-05T22:54:44.5830000-04:00","Committed to Connecticut College for political science!","","alphac (19),🇨 (20),⭐ (15),👮‍♀️ (10),stonks (10),🎉 (11),alphap (10),alphao (9),alphal (11),alphai (9),alphat (9),alphak (9),alphaa (10),🥳 (8)"
"410260773361811456","danielleminion","2022-04-06T00:03:29.3470000-04:00","committed to UCSD because carly made me commit rn to see verified chat 👎","","dogekek (30),alphau (28),alphac (27),alphas (27),alphad (27),eyeshake (14),😏 (11),🥳 (11),🎉 (10),🔱 (10),💅🏻 (7),🤗 (7),doomaw (7),yougotthis (6),yaw (6)"
"825085776839573504","_albert_einstein.","2022-04-06T00:52:34.2510000-04:00","committed UW-madison CS :RDJScream:","","alphau (35),alphaw (35),alpham (29),alphaa (28),alphad (29),alphai (26),alphas (26),alphao (26),alphan (27),alphac (19),🇸 (18),💻 (18),⭐ (17),RDJScream (14),🥳 (13),🎉 (13),🦡 (8)"
"371766739593068556","dandano","2022-04-06T15:46:09.3620000-04:00","committed Georgia Tech for CS","","alphag (44),alphat (40),⭐ (27),🥳 (22),🎉 (19),💻 (15),peepocelebrate (11),🥁 (6),blobheart (6),🚀 (6),RDJScream (6),💪 (6),praying (6),bonk (6),frogcool (6),heartato (6),salute (6),coolblush (6)"
"521196583581122560","thesnazzmaster","2022-04-06T21:27:07.1990000-04:00","Committed to RPI for CS and math, epic gaming","","🎉 (33),alphar (28),alphap (30),alphai (25),🎊 (17),➗ (14),➕ (16),💻 (18),🎮 (15),alphae (12),🇵 (13),🇮 (14),alphac (12),⭐ (14),🥳 (12),✏️ (11),🏒 (9),👨‍💻 (9)"
"769576469512454155","themechanic85","2022-04-06T22:32:12.5560000-04:00","Committed to the University of Michigan- Ann Arbor College of Engineering!","","⭐ (35),🥳 (29),alphau (32),alpham (29),alphab (25),alphae (24),alphaa (21),alphat (21),🇹 (18),alphao (20),alphas (18),🇺 (17),🎉 (17),peepocelebrate (13),🤖 (9),〽️ (9),sadhearts (7)"
"954832561903915008","ciceronii","2022-04-07T19:33:55.3130000-04:00","committed to stanford for linguistics :)","","👍 (31),🎉 (33),🥳 (27),alphaj (17),alphas (39),angerydoggo (13),based (14),blobhug (14),alphat (16),🅰️ (16),alphan (16),🇫 (16),alphao (16),alphad (15),📖 (10),alphar (12),coolblush (11),⭐ (13),alphah (10),alpham (10)"
"379386748356263936","cutepet09","2022-04-07T19:39:59.3650000-04:00","Committed to Princeton University for Molecular Biology!!","","❤️ (34),🥰 (25),⭐ (24),🎉 (24),🥳 (23),alphab (16),blobhug (16),alphau (15),alphas (15),coolblush (16),catangy (13),alphap (30),🇧 (14),🇪 (13),🇿 (13),🇴 (13),🇸 (14),🧬 (13),🔬 (13),🐅 (6)"
"322848791936106506","iberdeber","2022-04-08T00:18:28.5180000-04:00","committed to virginia tech for english (and hopefully comp sci or bio!) #gokies","","⭐ (19),alphav (31),alphat (28),alphac (17),alphas (15),💻 (13),alphab (12),alphai (13),alphao (14),bigbrain (10),🥳 (14),🎉 (12),duckcool (12)"
"658041157791776769","serioussea","2022-04-08T01:29:54.7930000-04:00","Committed to Georgia Tech for Computational Media! Go Yellow Jackets 🐝!","","alphag (39),alphat (32),alphae (26),alphac (26),alphah (26),🚀 (11),🎉 (12),🥳 (15),blobheart (10),🏅 (10),duckcool (10),frogcool (10),💛 (10),🇬 (10),hiro (10),📚 (10),doge (9),eyeshake (10),copium (10),catsip (9)"
"209167119949103104","roo12","2022-04-08T01:42:22.4070000-04:00","committed to uc berkeley for business!","","🐻 (39),❤️ (20),🧸 (16),🥳 (17),🎉 (14),👀 (12),🧑‍💼 (13),💻 (11),🚀 (10),💙 (10),salute (10),🇨 (22),🇦 (21),🇱 (20),blobhug (13),blobheart (12),frogcool (11),duckheart (11),heartlove (11),zoopreverse (11)"
"252529955236347904","syryquil","2022-04-08T21:34:38.2990000-04:00","Committed to Stanford for physics!! 🌲🥳","","🥳 (48),alphas (61),alphat (41),alphaa (41),alphan (40),alphaf (40),alphao (38),alphar (38),alphad (38),⭐ (23),🎉 (12),🔭 (5)"
"552269391526625320","patricks226","2022-04-08T21:52:11.7830000-04:00","committed to the university of tampa for environmental studies :woah:","","🥳 (26),🎉 (19),⭐ (16),alphau (26),alphat (24),🌴 (16),🌊 (15),🐻 (12),🪴 (5)"
"691759490818899998","run4life13","2022-04-08T22:44:36.6150000-04:00","Committed to UNC Chapel Hill for Biochemistry!!! 🐏 💙 Go Heels!!!","","alphau (39),🥳 (27),alphan (30),alphac (29),🐑 (17),👣 (10),⭐ (16),🧪 (6),🤮 (4),peepono (5),teehee (5),peepoyes (5)"
"343190480487710721","dandark7","2022-04-09T13:04:56.8270000-04:00","Commited to Carnegie Mellon University for Engineering :peepocelebrate:","","alphac (52),alpham (48),alphau (46),‼️ (23),🎉 (21),peepocelebrate (20),🥳 (20),⭐ (16),🎊 (13),stonks (12),🐕 (8),🤖 (8),🗜️ (8),🍈 (9),🍉 (10)"
"540373830808633393","samai0111","2022-04-10T16:54:04.4460000-04:00","Committed to Emory-Oxford Spring for econ!","","😏 (22),alphae (29),vibecat (21),Ⓜ️ (24),⭕ (24),🇷 (23),alphay (24),〰️ (15),🇴 (18),alphax (18),🇫 (18),alphao (18),alphar (18),alphad (18),‼️ (15),⭐ (15),🥳 (13),🎉 (11),stonks (13),🎊 (11)"
"386706306192375819","hicsvntartemis","2022-04-10T20:12:20.8670000-04:00","Committed to Canisius College for Environmental Science, with intentions to add psychology to the arrangement :sharky:","","🥳 (23),🥐 (14),❤️ (11),💋 (10),⭐ (16),alphac (18),alphaa (17),alphan (15),alphai (15),alphas (15),🇮 (15),🇸 (15),🇨 (15),alphao (14),alphal (13),🇱 (14),alphae (13),alphag (14),🇪 (14),🌲 (7)"
